Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,7.5,0,0,255,255,255
250,7.5,0,0.0111,255,255,255
500,7.5,0,0.0529,255,255,255
750,7.5,0,0.1238,255,255,255
1000,7.5,0,0.2219,255,255,255
1250,7.5,0,0.3452,255,255,255
1500,7.5,0,0.4916,255,255,255
1750,7.5,0,0.6593,255,255,255
2000,7.5,0,0.8462,255,255,255
2250,7.5,0,1.0504,255,255,255
2500,7.5,0,1.2699,255,255,255
2750,7.5,0,1.5027,255,255,255
3000,7.5,0,1.7469,255,255,255
3250,7.5,0,2.0004,255,255,255
3500,7.5,0,2.2613,255,255,255
3750,7.5,0,2.5277,255,255,255
4000,7.5,0,2.7975,255,255,255
4250,7.5,0,3.0687,255,255,255
4500,7.5,0,3.3394,255,255,255
4750,7.5,0,3.6077,255,255,255
5000,7.5,0,3.8715,255,255,255
5250,7.5,0,4.1289,255,255,255
5500,7.5,0,4.3778,255,255,255
5750,7.5,0,4.6164,255,255,255
6000,7.5,0,4.8425,255,255,255
6250,7.5,0,5.0544,255,255,255
6500,7.5,0,5.2499,255,255,255
6750,7.5,0,5.4272,255,255,255
7000,7.4999,0,5.579,255,255,255
7250,7.4996,0,5.6982,255,255,255
7500,7.4993,0,5.7896,255,255,255
7750,7.499,0,5.8585,255,255,255
8000,7.499,0,5.9102,255,255,255
8250,7.4993,0,5.9497,255,255,255
8500,7.5002,0,5.9824,255,255,255
8750,7.5017,0,6.0134,255,255,255
9000,7.5041,0,6.048,255,255,255
9250,7.5073,0,6.0915,255,255,255
9500,7.5117,0,6.1477,255,255,255
9750,7.517,0,6.2168,255,255,255
10000,7.5233,0,6.2985,255,255,255
10250,7.5306,0,6.3927,255,255,255
10500,7.5388,0,6.499,255,255,255
10750,7.5479,0,6.6175,255,255,255
11000,7.558,0,6.7477,255,255,255
11250,7.569,0,6.8897,255,255,255
11500,7.5809,0,7.0431,255,255,255
11750,7.5937,0,7.2078,255,255,255
12000,7.6073,0,7.3834,255,255,255
12250,7.6218,0,7.5697,255,255,255
12500,7.637,0,7.7665,255,255,255
12750,7.6531,0,7.9736,255,255,255
13000,7.6699,0,8.1907,255,255,255
13250,7.6875,0,8.4177,255,255,255
13500,7.7059,0,8.6542,255,255,255
13750,7.7249,0,8.9001,255,255,255
14000,7.7447,0,9.1553,255,255,255
14250,7.7652,0,9.4193,255,255,255
14500,7.7864,0,9.6921,255,255,255
14750,7.8082,0,9.9733,255,255,255
15000,7.8307,0,10.2629,255,255,255
15250,7.8537,0,10.5605,255,255,255
15500,7.8775,0,10.8659,255,255,255
15750,7.9018,0,11.179,255,255,255
16000,7.9266,0,11.4994,255,255,255
16250,7.9521,0,11.8271,255,255,255
16500,7.9781,0,12.1616,255,255,255
16750,8.0046,0,12.5029,255,255,255
17000,8.0317,0,12.8508,255,255,255
17250,8.0592,0,13.2049,255,255,255
17500,8.0872,0,13.565,255,255,255
17750,8.1157,0,13.9311,255,255,255
18000,8.1446,0,14.3027,255,255,255
18250,8.174,0,14.6797,255,255,255
18500,8.2038,0,15.062,255,255,255
18750,8.234,0,15.4492,255,255,255
19000,8.2645,0,15.8411,255,255,255
19250,8.2954,0,16.2375,255,255,255
19500,8.3267,0,16.6383,255,255,255
19750,8.3583,0,17.0431,255,255,255
20000,8.3902,0,17.4519,255,255,255
20250,8.4223,0,17.8644,255,255,255
20500,8.4548,0,18.2805,255,255,255
20750,8.4874,0,18.6998,255,255,255
21000,8.5203,0,19.1221,255,255,255
21250,8.5533,0,19.5473,255,255,255
21500,8.5866,0,19.9752,255,255,255
21750,8.62,0,20.4054,255,255,255
22000,8.6536,0,20.8378,255,255,255
22250,8.6873,0,21.2721,255,255,255
22500,8.7212,0,21.7082,255,255,255
22750,8.7551,0,22.1458,255,255,255
23000,8.7892,0,22.5847,255,255,255
23250,8.8233,0,23.0247,255,255,255
23500,8.8575,0,23.4655,255,255,255
23750,8.8917,0,23.9069,255,255,255
24000,8.9259,0,24.3487,255,255,255
24250,8.9602,0,24.7908,255,255,255
24500,8.9944,0,25.2327,255,255,255
24750,9.0286,0,25.6744,255,255,255
25000,9.0628,0,26.1157,255,255,255
25250,9.0969,0,26.5562,255,255,255
25500,9.131,0,26.9958,255,255,255
25750,9.165,0,27.4343,255,255,255
26000,9.1988,0,27.8714,255,255,255
26250,9.2326,0,28.3069,255,255,255
26500,9.2662,0,28.7406,255,255,255
26750,9.2996,0,29.1723,255,255,255
27000,9.3329,0,29.6017,255,255,255
27250,9.366,0,30.0286,255,255,255
27500,9.3989,0,30.4529,255,255,255
27750,9.4315,0,30.8742,255,255,255
28000,9.464,0,31.2924,255,255,255
28250,9.4962,0,31.7073,255,255,255
28500,9.5281,0,32.1185,255,255,255
28750,9.5597,0,32.526,255,255,255
29000,9.591,0,32.9294,255,255,255
29250,9.622,0,33.3286,255,255,255
29500,9.6527,0,33.7233,255,255,255
29750,9.6831,0,34.1133,255,255,255
30000,9.713,0,34.4985,255,255,255
30250,9.7426,0,34.8785,255,255,255
30500,9.7718,0,35.2531,255,255,255
30750,9.8006,0,35.6222,255,255,255
31000,9.8289,0,35.9855,255,255,255
31250,9.8568,0,36.3427,255,255,255
