Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,-1.5,0,0,255,255,255
250,-1.5,0,0.0112,255,255,255
500,-1.5,0,0.053,255,255,255
750,-1.5,0,0.124,255,255,255
1000,-1.5,0,0.2221,255,255,255
1250,-1.5,0,0.3455,255,255,255
1500,-1.5,0,0.492,255,255,255
1750,-1.5,0,0.6598,255,255,255
2000,-1.5,0,0.8469,255,255,255
2250,-1.5,0,1.0512,255,255,255
2500,-1.5,0,1.2709,255,255,255
2750,-1.5,0,1.5038,255,255,255
3000,-1.5,0,1.7482,255,255,255
3250,-1.5,0,2.0018,255,255,255
3500,-1.5,0,2.2629,255,255,255
3750,-1.5,0,2.5294,255,255,255
4000,-1.5,0,2.7993,255,255,255
4250,-1.5,0,3.0706,255,255,255
4500,-1.5,0,3.3415,255,255,255
4750,-1.5,0,3.6098,255,255,255
5000,-1.5,0,3.8736,255,255,255
5250,-1.5,0,4.131,255,255,255
5500,-1.5,0,4.3799,255,255,255
5750,-1.5,0,4.6184,255,255,255
6000,-1.5,0,4.8445,255,255,255
6250,-1.5,0,5.0562,255,255,255
6500,-1.5,0,5.2516,255,255,255
6750,-1.5,0,5.4286,255,255,255
7000,-1.5,0,5.5853,255,255,255
7250,-1.5,0,5.7197,255,255,255
7500,-1.5,0,5.8284,255,255,255
7750,-1.5001,0,5.9101,255,255,255
8000,-1.5004,0,5.969,255,255,255
8250,-1.5007,0,6.009,255,255,255
8500,-1.5013,0,6.0345,255,255,255
8750,-1.5022,0,6.0496,255,255,255
9000,-1.5033,0,6.0584,255,255,255
9250,-1.5048,0,6.0652,255,255,255
9500,-1.5066,0,6.074,255,255,255
9750,-1.5088,0,6.089,255,255,255
10000,-1.5115,0,6.1144,255,255,255
10250,-1.5147,0,6.1503,255,255,255
10500,-1.5184,0,6.1911,255,255,255
10750,-1.5227,0,6.2365,255,255,255
11000,-1.5274,0,6.2865,255,255,255
11250,-1.5327,0,6.3409,255,255,255
11500,-1.5384,0,6.3996,255,255,255
11750,-1.5446,0,6.4626,255,255,255
12000,-1.5513,0,6.5298,255,255,255
12250,-1.5584,0,6.6011,255,255,255
12500,-1.5659,0,6.6764,255,255,255
12750,-1.5738,0,6.7557,255,255,255
13000,-1.5821,0,6.8388,255,255,255
