Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,3,0,0,255,255,255
250,3,0,0.0253,255,255,255
500,3,0,0.1185,255,255,255
750,3,0,0.273,255,255,255
1000,3,0,0.4814,255,255,255
1250,3,0,0.7361,255,255,255
1500,3,0,1.0295,255,255,255
1750,3,0,1.3543,255,255,255
2000,3,0,1.7027,255,255,255
2250,3,0,2.0673,255,255,255
2500,3,0,2.4405,255,255,255
2750,3,0,2.8148,255,255,255
3000,3,0,3.1827,255,255,255
3250,3,0,3.5367,255,255,255
3500,3,0,3.8691,255,255,255
3750,3,0,4.1725,255,255,255
4000,3,0,4.4393,255,255,255
4250,2.9999,0,4.655,255,255,255
4500,2.9999,0,4.8107,255,255,255
4750,3,0,4.9188,255,255,255
5000,3.0005,0,4.9923,255,255,255
5250,3.0016,0,5.0439,255,255,255
5500,3.0036,0,5.0865,255,255,255
5750,3.0066,0,5.1331,255,255,255
6000,3.011,0,5.1965,255,255,255
6250,3.0168,0,5.2895,255,255,255
6500,3.0243,0,5.4159,255,255,255
6750,3.033,0,5.5638,255,255,255
7000,3.043,0,5.732,255,255,255
7250,3.0542,0,5.9196,255,255,255
7500,3.0665,0,6.1257,255,255,255
7750,3.0799,0,6.3495,255,255,255
8000,3.0944,0,6.59,255,255,255
8250,3.1098,0,6.8464,255,255,255
8500,3.1261,0,7.1178,255,255,255
8750,3.1433,0,7.4032,255,255,255
9000,3.1613,0,7.7018,255,255,255
9250,3.18,0,8.0128,255,255,255
9500,3.1995,0,8.3352,255,255,255
9750,3.2196,0,8.6681,255,255,255
10000,3.2402,0,9.0107,255,255,255
10250,3.2614,0,9.3622,255,255,255
10500,3.2831,0,9.7217,255,255,255
10750,3.3052,0,10.0883,255,255,255
11000,3.3276,0,10.4612,255,255,255
11250,3.3503,0,10.8394,255,255,255
11500,3.3733,0,11.2222,255,255,255
11750,3.3965,0,11.6086,255,255,255
12000,3.4198,0,11.9978,255,255,255
12250,3.4433,0,12.3889,255,255,255
12500,3.4667,0,12.781,255,255,255
12750,3.4902,0,13.1733,255,255,255
13000,3.5137,0,13.5648,255,255,255
13250,3.537,0,13.9548,255,255,255
13500,3.5602,0,14.3423,255,255,255
13750,3.5831,0,14.7265,255,255,255
14000,3.6058,0,15.1064,255,255,255
14250,3.6282,0,15.4813,255,255,255
14500,3.6503,0,15.8502,255,255,255
14750,3.6719,0,16.2123,255,255,255
15000,3.693,0,16.5667,255,255,255
15250,3.7137,0,16.9125,255,255,255
15500,3.7337,0,17.2489,255,255,255
15750,3.7532,0,17.575,255,255,255
16000,3.7719,0,17.8898,255,255,255
16250,3.79,0,18.1927,255,255,255
16500,3.8073,0,18.4826,255,255,255
16750,3.8237,0,18.7586,255,255,255
17000,3.8393,0,19.02,255,255,255
17250,3.8539,0,19.2659,255,255,255
17500,3.8676,0,19.4953,255,255,255
17750,3.8802,0,19.7075,255,255,255
18000,3.8918,0,19.9015,255,255,255
18250,3.9022,0,20.0764,255,255,255
18500,3.9114,0,20.2314,255,255,255
18750,3.9194,0,20.3657,255,255,255
19000,3.9261,0,20.4783,255,255,255
19250,3.9315,0,20.5683,255,255,255
19500,3.9354,0,20.635,255,255,255
19750,3.938,0,20.6774,255,255,255
20000,3.939,0,20.6946,255,255,255
20250,3.939,0,20.695,255,255,255
20500,3.939,0,20.695,255,255,255
20750,3.939,0,20.695,255,255,255
21000,3.939,0,20.695,255,255,255
21250,3.939,0,20.695,255,255,255
21500,3.939,0,20.695,255,255,255
21750,3.939,0,20.695,255,255,255
22000,3.939,0,20.695,255,255,255
22250,3.939,0,20.695,255,255,255
22500,3.939,0,20.695,255,255,255
22750,3.939,0,20.695,255,255,255
23000,3.939,0,20.695,255,255,255
23250,3.939,0,20.695,255,255,255
23500,3.939,0,20.695,255,255,255
23750,3.939,0,20.695,255,255,255
24000,3.939,0,20.695,255,255,255
24250,3.939,0,20.695,255,255,255
24500,3.939,0,20.695,255,255,255
24750,3.939,0,20.695,255,255,255
25000,3.939,0,20.695,255,255,255
25250,3.939,0,20.695,255,255,255
25500,3.939,0,20.695,255,255,255
25750,3.939,0,20.695,255,255,255
26000,3.939,0,20.695,255,255,255
26250,3.939,0,20.695,255,255,255
26500,3.939,0,20.695,255,255,255
26750,3.939,0,20.695,255,255,255
27000,3.939,0,20.695,255,255,255
27250,3.939,0,20.695,255,255,255
27500,3.9382,0,20.6949,255,255,255
27750,3.9349,-0.0001,20.6946,255,255,255
28000,3.9293,-0.0003,20.6941,255,255,255
28250,3.9213,-0.0006,20.6934,255,255,255
28500,3.9109,-0.001,20.6925,255,255,255
28750,3.8981,-0.0014,20.6914,255,255,255
29000,3.883,-0.0019,20.69,255,255,255
29250,3.8656,-0.0025,20.6885,255,255,255
29500,3.8459,-0.0031,20.6867,255,255,255
29750,3.8239,-0.0039,20.6848,255,255,255
30000,3.7996,-0.0047,20.6826,255,255,255
30250,3.773,-0.0056,20.6802,255,255,255
30500,3.7442,-0.0066,20.6777,255,255,255
30750,3.7132,-0.0076,20.6749,255,255,255
31000,3.6799,-0.0088,20.672,255,255,255
31250,3.6445,-0.01,20.6688,255,255,255
31500,3.6069,-0.0112,20.6655,255,255,255
31750,3.5671,-0.0126,20.6619,255,255,255
32000,3.5251,-0.014,20.6582,255,255,255
32250,3.4811,-0.0155,20.6543,255,255,255
32500,3.4349,-0.017,20.6502,255,255,255
32750,3.3866,-0.0187,20.6459,255,255,255
33000,3.3362,-0.0204,20.6414,255,255,255
33250,3.2838,-0.0222,20.6367,255,255,255
33500,3.2293,-0.024,20.6319,255,255,255
33750,3.1728,-0.0259,20.6269,255,255,255
34000,3.1142,-0.0279,20.6216,255,255,255
34250,3.0537,-0.0299,20.6163,255,255,255
34500,2.9911,-0.0321,20.6107,255,255,255
34750,2.9266,-0.0342,20.605,255,255,255
35000,2.8601,-0.0365,20.599,255,255,255
35250,2.7917,-0.0388,20.593,255,255,255
35500,2.7214,-0.0412,20.5867,255,255,255
35750,2.6491,-0.0436,20.5803,255,255,255
36000,2.575,-0.0461,20.5737,255,255,255
36250,2.499,-0.0487,20.5669,255,255,255
36500,2.4211,-0.0513,20.56,255,255,255
36750,2.3414,-0.054,20.5529,255,255,255
37000,2.2598,-0.0568,20.5457,255,255,255
37250,2.1765,-0.0596,20.5382,255,255,255
37500,2.0913,-0.0625,20.5307,255,255,255
37750,2.0044,-0.0654,20.5229,255,255,255
38000,1.9157,-0.0684,20.515,255,255,255
38250,1.8252,-0.0715,20.507,255,255,255
38500,1.733,-0.0746,20.4988,255,255,255
38750,1.6391,-0.0778,20.4904,255,255,255
39000,1.5435,-0.081,20.4819,255,255,255
39250,1.4462,-0.0843,20.4733,255,255,255
39500,1.3473,-0.0876,20.4645,255,255,255
39750,1.2467,-0.091,20.4555,255,255,255
40000,1.1444,-0.0945,20.4464,255,255,255
40250,1.0406,-0.098,20.4372,255,255,255
40500,0.9351,-0.1016,20.4278,255,255,255
40750,0.828,-0.1052,20.4183,255,255,255
41000,0.7194,-0.1089,20.4086,255,255,255
41250,0.6092,-0.1126,20.3988,255,255,255
41500,0.4975,-0.1164,20.3889,255,255,255
41750,0.3843,-0.1202,20.3788,255,255,255
42000,0.2695,-0.1241,20.3686,255,255,255
42250,0.1532,-0.128,20.3583,255,255,255
42500,0.0355,-0.132,20.3478,255,255,255
42750,-0.0837,-0.136,20.3372,255,255,255
43000,-0.2043,-0.1401,20.3265,255,255,255
43250,-0.3264,-0.1442,20.3156,255,255,255
43500,-0.4498,-0.1484,20.3047,255,255,255
43750,-0.5747,-0.1526,20.2936,255,255,255
44000,-0.7009,-0.1569,20.2823,255,255,255
44250,-0.8285,-0.1612,20.271,255,255,255
44500,-0.9575,-0.1656,20.2595,255,255,255
44750,-1.0878,-0.17,20.2479,255,255,255
45000,-1.2194,-0.1744,20.2362,255,255,255
45250,-1.3523,-0.1789,20.2244,255,255,255
45500,-1.4865,-0.1835,20.2125,255,255,255
45750,-1.622,-0.188,20.2004,255,255,255
46000,-1.7587,-0.1927,20.1882,255,255,255
46250,-1.8966,-0.1973,20.176,255,255,255
46500,-2.0358,-0.202,20.1636,255,255,255
46750,-2.1761,-0.2068,20.1511,255,255,255
47000,-2.3177,-0.2116,20.1385,255,255,255
47250,-2.4604,-0.2164,20.1258,255,255,255
47500,-2.6043,-0.2213,20.113,255,255,255
47750,-2.7493,-0.2262,20.1001,255,255,255
48000,-2.8955,-0.2311,20.0871,255,255,255
48250,-3.0428,-0.2361,20.074,255,255,255
48500,-3.1911,-0.2411,20.0608,255,255,255
48750,-3.3405,-0.2462,20.0476,255,255,255
49000,-3.491,-0.2513,20.0342,255,255,255
49250,-3.6425,-0.2564,20.0207,255,255,255
49500,-3.7951,-0.2615,20.0071,255,255,255
49750,-3.9487,-0.2667,19.9935,255,255,255
50000,-4.1032,-0.272,19.9797,255,255,255
50250,-4.2588,-0.2772,19.9659,255,255,255
50500,-4.4153,-0.2825,19.952,255,255,255
50750,-4.5727,-0.2878,19.938,255,255,255
51000,-4.7311,-0.2932,19.9239,255,255,255
51250,-4.8904,-0.2986,19.9097,255,255,255
51500,-5.0506,-0.304,19.8955,255,255,255
51750,-5.2117,-0.3094,19.8811,255,255,255
52000,-5.3737,-0.3149,19.8667,255,255,255
52250,-5.5365,-0.3204,19.8522,255,255,255
52500,-5.7001,-0.326,19.8377,255,255,255
52750,-5.8646,-0.3315,19.8231,255,255,255
