Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,1.5,3,0,255,255,255
250,1.5,3,0.0112,255,255,255
500,1.5,3,0.053,255,255,255
750,1.5,3,0.124,255,255,255
1000,1.5,3,0.2221,255,255,255
1250,1.5,3,0.3455,255,255,255
1500,1.5,3,0.492,255,255,255
1750,1.5,3,0.6598,255,255,255
2000,1.5,3,0.8469,255,255,255
2250,1.5,3,1.0512,255,255,255
2500,1.5,3,1.2709,255,255,255
2750,1.5,3,1.5038,255,255,255
3000,1.5,3,1.7482,255,255,255
3250,1.5,3,2.0018,255,255,255
3500,1.5,3,2.2629,255,255,255
3750,1.5,3,2.5294,255,255,255
4000,1.5,3,2.7993,255,255,255
4250,1.5,3,3.0706,255,255,255
4500,1.5,3,3.3415,255,255,255
4750,1.5,3,3.6098,255,255,255
5000,1.5,3,3.8736,255,255,255
5250,1.5,3,4.131,255,255,255
5500,1.5,3,4.3799,255,255,255
5750,1.5,3,4.6184,255,255,255
6000,1.5,3,4.8445,255,255,255
6250,1.5,3,5.0562,255,255,255
6500,1.5,3,5.2516,255,255,255
6750,1.5,3,5.4286,255,255,255
7000,1.5,3,5.5853,255,255,255
7250,1.5,3,5.7197,255,255,255
7500,1.5,3,5.829,255,255,255
7750,1.5,2.9999,5.9127,255,255,255
8000,1.5001,2.9997,5.9744,255,255,255
8250,1.5003,2.9991,6.0179,255,255,255
8500,1.5007,2.9981,6.0468,255,255,255
8750,1.5014,2.9966,6.0648,255,255,255
9000,1.5023,2.9943,6.0756,255,255,255
9250,1.5037,2.9913,6.0829,255,255,255
9500,1.5056,2.9873,6.0903,255,255,255
9750,1.5079,2.9822,6.1016,255,255,255
10000,1.5108,2.976,6.1205,255,255,255
10250,1.5143,2.9684,6.1506,255,255,255
10500,1.5185,2.9596,6.1915,255,255,255
10750,1.5231,2.9499,6.2371,255,255,255
11000,1.5281,2.9392,6.2872,255,255,255
11250,1.5336,2.9277,6.3417,255,255,255
11500,1.5395,2.9153,6.4006,255,255,255
11750,1.5458,2.902,6.4637,255,255,255
12000,1.5525,2.8878,6.531,255,255,255
12250,1.5597,2.8729,6.6023,255,255,255
12500,1.5672,2.8571,6.6776,255,255,255
12750,1.575,2.8405,6.7569,255,255,255
13000,1.5833,2.8232,6.8399,255,255,255
13250,1.5919,2.805,6.9266,255,255,255
13500,1.6008,2.7862,7.017,255,255,255
13750,1.6101,2.7665,7.111,255,255,255
14000,1.6197,2.7462,7.2084,255,255,255
14250,1.6296,2.7252,7.3092,255,255,255
14500,1.6398,2.7034,7.4134,255,255,255
14750,1.6503,2.681,7.5207,255,255,255
15000,1.6612,2.6579,7.6311,255,255,255
15250,1.6723,2.6342,7.7447,255,255,255
15500,1.6837,2.6099,7.8612,255,255,255
15750,1.6954,2.5849,7.9807,255,255,255
16000,1.7074,2.5593,8.1031,255,255,255
16250,1.7197,2.5331,8.2282,255,255,255
16500,1.7322,2.5063,8.356,255,255,255
16750,1.7451,2.479,8.4864,255,255,255
17000,1.7582,2.4511,8.6194,255,255,255
17250,1.7715,2.4227,8.7548,255,255,255
17500,1.7851,2.3938,8.8925,255,255,255
17750,1.7989,2.3644,9.0325,255,255,255
18000,1.8129,2.3346,9.1747,255,255,255
18250,1.8271,2.3043,9.319,255,255,255
18500,1.8416,2.2736,9.4653,255,255,255
18750,1.8562,2.2425,9.6135,255,255,255
19000,1.871,2.211,9.7636,255,255,255
19250,1.886,2.1791,9.9154,255,255,255
19500,1.9012,2.1468,10.0689,255,255,255
19750,1.9165,2.1143,10.224,255,255,255
20000,1.932,2.0814,10.3806,255,255,255
20250,1.9476,2.0482,10.5386,255,255,255
20500,1.9634,2.0147,10.698,255,255,255
20750,1.9793,1.9809,10.8586,255,255,255
21000,1.9953,1.9469,11.0204,255,255,255
21250,2.0114,1.9127,11.1833,255,255,255
21500,2.0276,1.8783,11.3472,255,255,255
21750,2.0439,1.8437,11.512,255,255,255
22000,2.0602,1.8089,11.6776,255,255,255
22250,2.0767,1.7739,11.844,255,255,255
22500,2.0932,1.7388,12.011,255,255,255
22750,2.1098,1.7036,12.1786,255,255,255
23000,2.1264,1.6683,12.3467,255,255,255
23250,2.1431,1.6329,12.5152,255,255,255
23500,2.1597,1.5975,12.684,255,255,255
23750,2.1764,1.562,12.8531,255,255,255
24000,2.1932,1.5265,13.0223,255,255,255
24250,2.2099,1.4909,13.1916,255,255,255
24500,2.2266,1.4554,13.3609,255,255,255
24750,2.2433,1.4199,13.5301,255,255,255
25000,2.26,1.3845,13.6991,255,255,255
25250,2.2766,1.3491,13.8678,255,255,255
25500,2.2932,1.3138,14.0362,255,255,255
25750,2.3098,1.2786,14.2042,255,255,255
26000,2.3263,1.2435,14.3716,255,255,255
26250,2.3427,1.2085,14.5384,255,255,255
26500,2.359,1.1737,14.7045,255,255,255
26750,2.3753,1.1391,14.8699,255,255,255
27000,2.3915,1.1047,15.0344,255,255,255
27250,2.4076,1.0705,15.1979,255,255,255
27500,2.4235,1.0365,15.3604,255,255,255
27750,2.4394,1.0028,15.5218,255,255,255
28000,2.4551,0.9693,15.682,255,255,255
28250,2.4707,0.9361,15.841,255,255,255
28500,2.4861,0.9032,15.9985,255,255,255
28750,2.5014,0.8706,16.1546,255,255,255
29000,2.5165,0.8384,16.3092,255,255,255
29250,2.5314,0.8065,16.4621,255,255,255
29500,2.5462,0.7749,16.6134,255,255,255
29750,2.5609,0.7438,16.7628,255,255,255
30000,2.5753,0.713,16.9103,255,255,255
30250,2.5896,0.6826,17.0559,255,255,255
30500,2.6037,0.6526,17.1993,255,255,255
30750,2.6176,0.623,17.3407,255,255,255
31000,2.6312,0.5939,17.4798,255,255,255
31250,2.6447,0.5653,17.6167,255,255,255
31500,2.6579,0.5371,17.7511,255,255,255
31750,2.6709,0.5095,17.8831,255,255,255
32000,2.6837,0.4824,18.0125,255,255,255
32250,2.6962,0.4558,18.1393,255,255,255
32500,2.7085,0.4298,18.2633,255,255,255
32750,2.7204,0.4043,18.3846,255,255,255
33000,2.7321,0.3795,18.503,255,255,255
33250,2.7435,0.3552,18.6183,255,255,255
33500,2.7547,0.3317,18.7307,255,255,255
33750,2.7655,0.3087,18.8399,255,255,255
34000,2.776,0.2864,18.9459,255,255,255
34250,2.7862,0.2648,19.0485,255,255,255
34500,2.796,0.2439,19.1478,255,255,255
34750,2.8055,0.2238,19.2436,255,255,255
35000,2.8147,0.2043,19.3359,255,255,255
35250,2.8235,0.1857,19.4245,255,255,255
35500,2.8319,0.1678,19.5094,255,255,255
35750,2.84,0.1507,19.5904,255,255,255
36000,2.8477,0.1344,19.6676,255,255,255
36250,2.855,0.1189,19.7409,255,255,255
36500,2.8619,0.1043,19.81,255,255,255
36750,2.8683,0.0906,19.8751,255,255,255
37000,2.8744,0.0777,19.9359,255,255,255
37250,2.8801,0.0657,19.9924,255,255,255
37500,2.8853,0.0547,20.0445,255,255,255
37750,2.89,0.0446,20.0921,255,255,255
38000,2.8943,0.0354,20.1352,255,255,255
38250,2.8973,0.0274,20.173,255,255,255
38500,2.8985,0.0207,20.2045,255,255,255
38750,2.8995,0.0152,20.2302,255,255,255
39000,2.9021,0.0107,20.2505,255,255,255
39250,2.9082,0.0071,20.2658,255,255,255
39500,2.9193,0.0043,20.2765,255,255,255
39750,2.9374,0.0022,20.2832,255,255,255
40000,2.9641,0.0005,20.2863,255,255,255
40250,3.0013,-0.0008,20.2861,255,255,255
