idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,-3.0,0.0,0.0,2.6393064162221915e-12,-2.8505661713693614e-66,0.04313012312807685,-3.16716769946663e-11,3.4206794056432335e-65,-1.1887614775369222,0,70,255.0,255.0,255.0
1,0.05,-2.999999999999905,-1.0262038216929703e-67,0.0006790844326107662,1.214080951462208e-12,-1.3112604388299064e-66,-0.015796143361084654,-2.5337341595733037e-11,2.736543524514587e-65,-1.1682891820295378,0,70,255.0,255.0,255.0
2,0.1,-2.9999999999998734,-1.3682717622572934e-67,-0.001562554089852313,1.0557225664888757e-13,-1.1402264685477467e-67,-0.07369879507487694,-1.9003006196799776e-11,2.0524076433859403e-65,-1.1478168865221534,0,70,255.0,255.0,255.0
3,0.15000000000000002,-2.9999999999998894,-1.1972377919751317e-67,-0.006673734828620777,-6.862196682177704e-13,7.411472045560337e-67,-0.13057783201330003,-1.2668670797866515e-11,1.3682717622572932e-65,-1.127344591014769,0,70,255.0,255.0,255.0
4,0.2,-2.9999999999999365,-6.841358811286462e-68,-0.014603277044926163,-1.1612948231377642e-12,1.2542491154025184e-66,-0.18643325417635384,-6.334335398933258e-12,6.841358811286466e-66,-1.1068722955073846,0,70,255.0,255.0,255.0
5,0.25,-3.0,0.0,-0.0253,-1.3196532081110958e-12,1.4252830856846807e-66,-0.24126506156403843,0.0,0.0,-1.0863999999999994,0,70,255.0,255.0,255.0
6,0.30000000000000004,-3.0000000000000635,6.841358811286473e-68,-0.03871272295507385,-1.161294823137764e-12,1.2542491154025186e-66,-0.2950732541763539,6.334335398933265e-12,-6.841358811286473e-66,-1.0659277044926152,0,70,255.0,255.0,255.0
7,0.35000000000000003,-3.0000000000001106,1.197237791975132e-67,-0.054790265171379235,-6.862196682177693e-13,7.411472045560335e-67,-0.34785783201329995,1.2668670797866524e-11,-1.3682717622572939e-65,-1.0454554089852308,0,70,255.0,255.0,255.0
8,0.4,-3.000000000000127,1.3682717622572935e-67,-0.0734814459101477,1.0557225664888807e-13,-1.140226468547748e-67,-0.3996187950748769,1.9003006196799783e-11,-2.0524076433859403e-65,-1.0249831134778467,0,70,255.0,255.0,255.0
9,0.45,-3.000000000000095,1.02620382169297e-67,-0.09473508443261075,1.2140809514622087e-12,-1.3112604388299067e-66,-0.4503561433610846,2.533734159573304e-11,-2.736543524514587e-65,-1.0045108179704623,0,70,255.0,255.0,255.0
10,0.5,-3.0,0.0,-0.1185,2.6393064162221915e-12,-2.8505661713693614e-66,-0.5000698768719231,3.16716769946663e-11,-3.420679405643234e-65,-0.9840385224630745,0,70,255.0,255.0,255.0
11,0.55,-2.999999999999842,-1.7103397028216184e-67,-0.1447233926123154,3.4310983410888487e-12,-3.7057360227801697e-66,-0.5486628399335,-2.5849394142282115e-26,3.3735033418337674e-80,-0.9596799999999996,0,70,255.0,255.0,255.0
12,0.6000000000000001,-2.9999999999996834,-3.420679405643237e-67,-0.17334598522463082,2.6393064162221883e-12,-2.850566171369358e-66,-0.5960378768719231,-3.167167699466635e-11,3.4206794056432406e-65,-0.9353214775369247,0,70,255.0,255.0,255.0
13,0.65,-2.9999999999996043,-4.275849257054042e-67,-0.2043068815307885,2.6393064162221786e-13,-2.8505661713693345e-67,-0.6421949876871924,-6.334335398933261e-11,6.84135881128647e-65,-0.9109629550738498,0,70,255.0,255.0,255.0
14,0.7000000000000001,-2.9999999999996834,-3.4206794056432296e-67,-0.2375451852246308,-3.695028982711076e-12,3.9907926399171147e-66,-0.6871341723793081,-9.501503098399895e-11,1.0262038216929707e-64,-0.8866044326107749,0,70,255.0,255.0,255.0
15,0.75,-3.0,0.0,-0.273,-9.23757245677767e-12,9.976981599792766e-66,-0.7308554309482699,-1.266867079786652e-10,1.3682717622572934e-64,-0.8622459101477018,0,70,255.0,255.0,255.0
