idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,13.5,0.0,0.0,-2.4850477691205155e-20,4.045587195968937e-93,0.019030436776039605,2.9820573229446184e-19,-4.8547046351627245e-92,-0.5155652413124753,0,70,255.0,255.0,255.0
1,0.05,13.5,1.4564113905488176e-94,0.0003090957239374257,-1.1431219737954371e-20,1.8609701101457112e-93,-0.006625999083021784,2.3856458583556945e-19,-3.8837637081301793e-92,-0.5106921930499801,0,70,255.0,255.0,255.0
2,0.1,13.5,1.94188185406509e-94,-0.0006585390347500995,-9.940191076482057e-22,1.618234878387575e-94,-0.03203878252895842,1.789234393766771e-19,-2.9128227810976345e-92,-0.5058191447874851,0,70,255.0,255.0,255.0
3,0.15000000000000002,13.5,1.6991466223069538e-94,-0.0028907216554063375,6.461124199713342e-21,-1.0518526709519238e-93,-0.0572079135617703,1.192822929177847e-19,-1.9418818540650893e-92,-0.50094609652499,0,70,255.0,255.0,255.0
4,0.2,13.5,9.709409270325447e-95,-0.006375269517375051,1.0934210184130268e-20,-1.7800583662263321e-93,-0.08213339218145743,5.964114645889234e-20,-9.709409270325445e-93,-0.49607304826249493,0,70,255.0,255.0,255.0
5,0.25,13.5,0.0,-0.0111,1.2425238845602578e-20,-2.0227935979844687e-93,-0.1068152183880198,0.0,0.0,-0.49119999999999986,0,70,255.0,255.0,255.0
6,0.30000000000000004,13.5,-9.709409270325458e-95,-0.017052730482624956,1.0934210184130266e-20,-1.7800583662263321e-93,-0.13125339218145746,-5.964114645889242e-20,9.709409270325457e-93,-0.48632695173750495,0,70,255.0,255.0,255.0
7,0.35000000000000003,13.5,-1.699146622306954e-94,-0.02422127834459367,6.461124199713337e-21,-1.0518526709519231e-93,-0.15544791356177032,-1.1928229291778477e-19,1.9418818540650904e-92,-0.4814539034750101,0,70,255.0,255.0,255.0
8,0.4,13.5,-1.9418818540650902e-94,-0.032593460965249905,-9.940191076482095e-22,1.6182348783875813e-94,-0.17939878252895844,-1.7892343937667714e-19,2.9128227810976352e-92,-0.4765808552125152,0,70,255.0,255.0,255.0
9,0.45,13.5,-1.456411390548817e-94,-0.04215709572393743,-1.1431219737954374e-20,1.8609701101457118e-93,-0.20310599908302182,-2.385645858355695e-19,3.88376370813018e-92,-0.47170780695002035,0,70,255.0,255.0,255.0
10,0.5,13.5,0.0,-0.0529,-2.4850477691205155e-20,4.045587195968937e-93,-0.22656956322396044,-2.982057322944619e-19,4.854704635162725e-92,-0.4668347586875261,0,70,255.0,255.0,255.0
11,0.55,13.5,2.4273523175813644e-94,-0.06480937379343764,-3.2305620998566704e-20,5.259263354759619e-93,-0.24975243219114862,2.407412430484045e-34,-4.0876414464078247e-107,-0.46048000000000017,0,70,255.0,255.0,255.0
12,0.6000000000000001,13.5,4.854704635162729e-94,-0.07786994758687528,-2.4850477691205137e-20,4.045587195968934e-93,-0.27261756322396047,2.9820573229446237e-19,-4.8547046351627334e-92,-0.4541252413124742,0,70,255.0,255.0,255.0
13,0.65,13.5,6.068380793953406e-94,-0.09206583448359407,-2.485047769120516e-21,4.045587195968921e-94,-0.29516495632239603,5.964114645889239e-19,-9.709409270325452e-92,-0.44777048262494834,0,70,255.0,255.0,255.0
14,0.7000000000000001,13.5,4.85470463516272e-94,-0.10738114758687527,3.47906687676873e-20,-5.663822074356524e-93,-0.3173946114864553,8.94617196883386e-19,-1.4564113905488182e-91,-0.4414157239374224,0,70,255.0,255.0,255.0
15,0.75,13.5,0.0,-0.1238,8.697667191921804e-20,-1.415955518589128e-92,-0.3393065287161383,1.1928229291778474e-18,-1.9418818540650904e-91,-0.4350609652498987,0,70,255.0,255.0,255.0
16,0.8,13.5,-8.738468343292914e-94,-0.14130657434362454,1.1828827381013654e-19,-1.9256995052812143e-92,-0.3609048790539482,5.964114645889114e-20,-9.709409270325329e-93,-0.42887304826249545,0,70,255.0,255.0,255.0
17,0.8500000000000001,13.5,-1.771967191834396e-93,-0.15988533130790536,9.294078656510717e-20,-1.5130496112923816e-92,-0.3821938335423879,-1.073540636260065e-18,1.7476936686585838e-91,-0.42268513127509216,0,70,255.0,255.0,255.0
18,0.9,13.5,-2.2331641321748542e-93,-0.17952080110037383,1.0934210184130199e-20,-1.7800583662263321e-93,-0.40317339218145737,-2.2067224189790186e-18,3.592481430020417e-91,-0.41649721428768893,0,70,255.0,255.0,255.0
19,0.9500000000000001,13.5,-1.796240715010206e-93,-0.20019751392856158,-1.2773145533279473e-19,2.0794318187280378e-92,-0.4238435549711568,-3.3399042016979744e-18,5.437269191382254e-91,-0.4103092973002857,0,70,255.0,255.0,255.0
20,1.0,13.5,0.0,-0.2219,-3.23056209985667e-19,5.259263354759619e-92,-0.444204321911486,-4.473085984416929e-18,7.282056952744087e-91,-0.4041213803128829,0,70,255.0,255.0,255.0
21,1.05,13.5,3.2526521055590287e-93,-0.24461232883206424,-4.408474742419795e-19,7.176871685648895e-92,-0.4642280515930586,-2.385645858355661e-19,3.88376370813011e-92,-0.3968278069500207,0,70,255.0,255.0,255.0
22,1.1,13.5,6.60239830382131e-93,-0.2683167271815035,-3.469126685692237e-19,5.647639725572632e-92,-0.48388710260648815,3.995956812745797e-18,-6.505304211118065e-91,-0.3895342335871585,0,70,255.0,255.0,255.0
23,1.1500000000000001,13.5,8.325818449304074e-93,-0.2929949611149107,-4.12517929673994e-20,6.715674745308246e-93,-0.5031814749517745,8.23047821132716e-18,-1.3398984793049141e-90,-0.38224066022429626,0,70,255.0,255.0,255.0
24,1.2000000000000002,13.5,6.6994923965245465e-93,-0.3186287966988786,4.761351525634931e-19,-7.751345067476518e-92,-0.5221111686289177,1.2464999609908522e-17,-2.0292665374980216e-90,-0.3749470868614341,0,70,255.0,255.0,255.0
25,1.25,13.5,0.0,-0.3452,1.20524816802345e-18,-1.9621097900449347e-91,-0.5406761836379178,1.6699521008489863e-17,-2.7186345956911264e-90,-0.36765351349857145,0,70,255.0,255.0,255.0
26,1.3,13.5,-1.2136761587906825e-92,-0.37269131032811864,1.6451016231577814e-18,-2.678178723731436e-91,-0.5589349145738176,8.946171968833724e-19,-1.4564113905487964e-91,-0.3626957239374226,0,70,255.0,255.0,255.0
27,1.35,13.5,-2.463762602345085e-92,-0.4010893599660808,1.2947098877117876e-18,-2.1077509290998142e-91,-0.5769457560316601,-1.4910286614723118e-17,2.427352317581367e-90,-0.35773793437627377,0,70,255.0,255.0,255.0
28,1.4000000000000001,13.5,-3.1070109665041444e-92,-0.4303817544399838,1.5407296168546793e-19,-2.5082640615006712e-92,-0.594708708011445,-3.071519042632961e-17,5.000345774217614e-90,-0.35278014481512493,0,70,255.0,255.0,255.0
