idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,7.5,3.0,0.0,4.063949371002545e-20,-5.4063758076171793e-20,0.017974594246339348,-4.876739245203054e-19,6.487650969140615e-19,-0.5084951309560722,0,70,255.0,255.0,255.0
1,0.05,7.5,3.0,0.00026468539286821644,1.8694167106611705e-20,-2.4869328715039028e-20,-0.007355686646683905,-3.9013913961624434e-19,5.190120775312492e-19,-0.5047161047648578,0,70,255.0,255.0,255.0
2,0.1,7.5,3.0,-0.0007324194761757119,1.6255797484010173e-21,-2.162550323046878e-21,-0.03249701623014644,-2.9260435471218325e-19,3.892590581484369e-19,-0.5009370785736433,0,70,255.0,255.0,255.0
3,0.15000000000000002,7.5,3.0,-0.002981867041653749,-1.0566268364606624e-20,1.4056577099804668e-20,-0.05744939450404825,-1.9506956980812212e-19,2.5950603876562454e-19,-0.49715805238242894,0,70,255.0,255.0,255.0
4,0.2,7.5,3.0,-0.006474209738087858,-1.7881377232411202e-20,2.3788053553515568e-20,-0.08221282146838933,-9.753478490406108e-20,1.2975301938281232e-19,-0.4933790261912145,0,70,255.0,255.0,255.0
5,0.25,7.5,3.0,-0.0112,-2.0319746855012725e-20,2.7031879038085897e-20,-0.10678729712316967,0.0,0.0,-0.4895999999999998,0,70,255.0,255.0,255.0
6,0.30000000000000004,7.5,3.0,-0.01714979026191215,-1.7881377232411193e-20,2.3788053553515583e-20,-0.13117282146838932,9.753478490406117e-20,-1.2975301938281241e-19,-0.4858209738087854,0,70,255.0,255.0,255.0
7,0.35000000000000003,7.5,3.0,-0.024314132958346255,-1.056626836460661e-20,1.4056577099804656e-20,-0.15536939450404824,1.9506956980812224e-19,-2.595060387656247e-19,-0.4820419476175711,0,70,255.0,255.0,255.0
8,0.4,7.5,3.0,-0.032683580523824286,1.6255797484010263e-21,-2.162550323046881e-21,-0.1793770162301464,2.926043547121833e-19,-3.8925905814843696e-19,-0.4782629214263567,0,70,255.0,255.0,255.0
9,0.45,7.5,3.0,-0.04224868539286821,1.8694167106611714e-20,-2.486932871503903e-20,-0.20319568664668392,3.9013913961624434e-19,-5.190120775312492e-19,-0.47448389523514234,0,70,255.0,255.0,255.0
10,0.5,7.5,3.0,-0.053,4.063949371002545e-20,-5.4063758076171793e-20,-0.22682540575366067,4.876739245203055e-19,-6.487650969140614e-19,-0.4707048690439266,0,70,255.0,255.0,255.0
11,0.55,7.5,3.0,-0.06492632434521964,5.283134182303309e-20,-7.028288549902333e-20,-0.2501610274797589,-3.851859888774472e-34,6.7407548053553255e-34,-0.4627199999999996,0,70,255.0,255.0,255.0
12,0.6000000000000001,7.5,3.0,-0.0780094486904393,4.0639493710025414e-20,-5.4063758076171715e-20,-0.27309740575366065,-4.876739245203063e-19,6.487650969140627e-19,-0.45473513095607254,0,70,255.0,255.0,255.0
13,0.65,7.5,3.0,-0.0922294108630491,4.063949371002525e-21,-5.406375807617132e-21,-0.2956345405753661,-9.753478490406112e-19,1.2975301938281232e-18,-0.4467502619121455,0,70,255.0,255.0,255.0
14,0.7000000000000001,7.5,3.0,-0.10756624869043929,-5.689529119403576e-20,7.568926130664066e-20,-0.3177724319448752,-1.463021773560917e-18,1.9462952907421854e-18,-0.4387653928682185,0,70,255.0,255.0,255.0
15,0.75,7.5,3.0,-0.124,-1.4223822798508908e-19,1.8922315326660127e-19,-0.3395110798621879,-1.950695698081222e-18,2.5950603876562464e-18,-0.43078052382429144,0,70,255.0,255.0,255.0
16,0.8,7.5,3.0,-0.1415121123572093,-1.934439900597212e-19,2.573434884425777e-19,-0.3609350686125756,-9.753478490405983e-20,1.297530193828102e-19,-0.4261790261912144,0,70,255.0,255.0,255.0
17,0.8500000000000001,7.5,3.0,-0.16008967227989668,-1.5199170647549506e-19,2.0219845520488226e-19,-0.3821289824813094,1.7556261282731024e-18,-2.335554348890626e-18,-0.42157752855813735,0,70,255.0,255.0,255.0
18,0.9,7.5,3.0,-0.17972117602397936,-1.788137723241113e-20,2.3788053553515447e-20,-0.4030928214683893,3.608787041450261e-18,-4.800861717164057e-18,-0.4169760309250603,0,70,255.0,255.0,255.0
19,0.9500000000000001,7.5,3.0,-0.20039511984537475,2.0888699766953126e-19,-2.7788771651152365e-19,-0.4238265855738154,5.461947954627424e-18,-7.266169085437494e-18,-0.41237453329198326,0,70,255.0,255.0,255.0
20,1.0,7.5,3.0,-0.2221,5.283134182303309e-19,-7.028288549902333e-19,-0.44433027479758763,7.31510886780458e-18,-9.731476453710925e-18,-0.4077730356589071,0,70,255.0,255.0,255.0
21,1.05,7.5,3.0,-0.24482282622594312,7.209446184158514e-19,-9.590910682712875e-19,-0.46451469806993884,3.901391396162378e-19,-5.190120775312423e-19,-0.39960389523514184,0,70,255.0,255.0,255.0
22,1.1,7.5,3.0,-0.26854466218997414,5.673273321919548e-19,-7.547300627433574e-19,-0.48429066432110185,-6.534830588572105e-18,8.69345229864844e-18,-0.39143475481137663,0,70,255.0,255.0,255.0
23,1.1500000000000001,7.5,3.0,-0.2932450850410336,6.746155955864026e-20,-8.974583840644295e-20,-0.5036581735510766,-1.345980031676045e-17,1.7905916674828123e-17,-0.38326561438761136,0,70,255.0,255.0,255.0
24,1.2000000000000002,7.5,3.0,-0.31890367192806196,-7.786526994840912e-19,1.0358616047394566e-18,-0.522617225759863,-2.038477004494879e-17,2.7118381051007805e-17,-0.3750964739638461,0,70,255.0,255.0,255.0
25,1.25,7.5,3.0,-0.3455,-1.9710154449362345e-18,2.622092266694332e-18,-0.5411678209474611,-2.7309739773137105e-17,3.6330845427187445e-17,-0.3669273335400778,0,70,255.0,255.0,255.0
26,1.3,7.5,3.0,-0.37301498273901823,-2.6903344836036847e-18,3.579020784642573e-18,-0.5593901391076685,-1.4630217735608921e-18,1.946295290742151e-18,-0.3619653928682183,0,70,255.0,255.0,255.0
27,1.35,7.5,3.0,-0.401434878960207,-2.1173176222923243e-18,2.8167217957685472e-18,-0.577364360234283,2.438369622601532e-17,-3.243825484570314e-17,-0.3570034521963588,0,70,255.0,255.0,255.0
28,1.4000000000000001,7.5,3.0,-0.4307472838118867,-2.519648610021508e-19,3.351953000722549e-19,-0.5950904843273045,5.0230414225591536e-17,-6.682280498214844e-17,-0.35204151152449936,0,70,255.0,255.0,255.0
29,1.4500000000000002,7.5,3.0,-0.4609397924423776,2.9057238002668334e-18,-3.8655587024463015e-18,-0.6125685113867329,7.607713222516775e-17,-1.0120735511859373e-16,-0.3470795708526399,0,70,255.0,255.0,255.0
30,1.5,7.5,3.0,-0.492,7.355748361514607e-18,-9.785540211787096e-18,-0.6297984414125684,1.0192385022474383e-16,-1.3559190525503888e-16,-0.34211763018078045,0,70,255.0,255.0,255.0
