idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,1.5,-3.0,0.0,5.597446534703077e-19,2.6939854456527574e-19,0.019030436778708193,-6.716935841643693e-18,-3.232782534783309e-18,-0.5155652413444983,0,70,255.0,255.0,255.0
1,0.05,1.5,-3.0,0.00030909572403349495,2.574825405963415e-19,1.2392333050002683e-19,-0.006625999081794231,-5.373548673314954e-18,-2.5862260278266472e-18,-0.5106921930755987,0,70,255.0,255.0,255.0
2,0.1,1.5,-3.0,-0.000658539034622007,2.238978613881223e-20,1.0775941782611029e-20,-0.03203878252885167,-4.0301615049862155e-18,-1.9396695208699855e-18,-0.505819144806699,0,70,255.0,255.0,255.0
3,0.15000000000000002,1.5,-3.0,-0.002890721655294257,-1.455336099022801e-19,-7.00436215869717e-20,-0.05720791356246414,-2.6867743366574768e-18,-1.2931130139133234e-18,-0.5009460965377992,0,70,255.0,255.0,255.0
4,0.2,1.5,-3.0,-0.006375269517311004,-2.462876475269355e-19,-1.185353596087213e-19,-0.08213339218263159,-1.343387168328738e-18,-6.465565069566617e-19,-0.49607304826889953,0,70,255.0,255.0,255.0
5,0.25,1.5,-3.0,-0.0111,-2.7987232673515386e-19,-1.3469927228263787e-19,-0.1068152183893541,0.0,0.0,-0.4912000000000001,0,70,255.0,255.0,255.0
6,0.30000000000000004,1.5,-3.0,-0.017052730482689002,-2.4628764752693534e-19,-1.185353596087213e-19,-0.13125339218263163,1.3433871683287397e-18,6.465565069566624e-19,-0.48632695173110047,0,70,255.0,255.0,255.0
7,0.35000000000000003,1.5,-3.0,-0.02422127834470575,-1.455336099022799e-19,-7.004362158697165e-20,-0.15544791356246415,2.6867743366574783e-18,1.293113013913324e-18,-0.48145390346220085,0,70,255.0,255.0,255.0
8,0.4,1.5,-3.0,-0.032593460965378,2.23897861388124e-20,1.0775941782611065e-20,-0.1793987825288517,4.030161504986216e-18,1.9396695208699855e-18,-0.4765808551933012,0,70,255.0,255.0,255.0
9,0.45,1.5,-3.0,-0.042157095724033505,2.574825405963417e-19,1.2392333050002688e-19,-0.20310599908179428,5.373548673314955e-18,2.5862260278266472e-18,-0.47170780692440156,0,70,255.0,255.0,255.0
10,0.5,1.5,-3.0,-0.0529,5.597446534703077e-19,2.6939854456527574e-19,-0.22656956322129185,6.716935841643694e-18,3.232782534783309e-18,-0.4668347586555024,0,70,255.0,255.0,255.0
11,0.55,1.5,-3.0,-0.06480937379327753,7.276680495114001e-19,3.502181079348585e-19,-0.24975243218767942,-4.622231866529366e-33,-2.6963019221421302e-33,-0.4604799999999999,0,70,255.0,255.0,255.0
12,0.6000000000000001,1.5,-3.0,-0.07786994758655505,5.597446534703073e-19,2.693985445652755e-19,-0.2726175632212919,-6.716935841643703e-18,-3.2327825347833143e-18,-0.45412524134449744,0,70,255.0,255.0,255.0
13,0.65,1.5,-3.0,-0.09206583448319379,5.597446534703069e-20,2.693985445652746e-20,-0.2951649563221292,-1.3433871683287386e-17,-6.465565069566619e-18,-0.44777048268899494,0,70,255.0,255.0,255.0
14,0.7000000000000001,1.5,-3.0,-0.10738114758655504,-7.836425148584323e-19,-3.7715796239138673e-19,-0.3173946114901913,-2.0150807524931087e-17,-9.698347604349931e-18,-0.44141572403349244,0,70,255.0,255.0,255.0
15,0.75,1.5,-3.0,-0.1238,-1.959106287146077e-18,-9.428949059784651e-19,-0.33930652872547834,-2.686774336657477e-17,-1.2931130139133236e-17,-0.4350609653779922,0,70,255.0,255.0,255.0
16,0.8,1.5,-3.0,-0.14130657434420096,-2.6643845505186648e-18,-1.2823370721307127e-18,-0.3609048790666507,-1.3433871683287118e-18,-6.465565069566528e-19,-0.4288730482689007,0,70,255.0,255.0,255.0
17,0.8500000000000001,1.5,-3.0,-0.1598853313090742,-2.0934450039789485e-18,-1.0075505566741306e-18,-0.3821938335523684,2.4180969029917346e-17,1.163801712521993e-17,-0.4226851311598092,0,70,255.0,255.0,255.0
18,0.9,1.5,-3.0,-0.1795208011018469,-2.4628764752693394e-19,-1.1853535960872097e-19,-0.4031733921826316,4.970532522816335e-17,2.392259075739649e-17,-0.4164972140507177,0,70,255.0,255.0,255.0
19,0.9500000000000001,1.5,-3.0,-0.2001975139297464,2.877087518837389e-18,1.3847085190655198e-18,-0.42384355495744025,7.52296814264094e-17,3.620716438957307e-17,-0.4103092969416262,0,70,255.0,255.0,255.0
20,1.0,1.5,-3.0,-0.2219,7.276680495114e-18,3.502181079348585e-18,-0.44420432187679426,1.0075403762465538e-16,4.849173802174963e-17,-0.40412137983253693,0,70,255.0,255.0,255.0
21,1.05,1.5,-3.0,-0.24461232882991865,9.929870152563259e-18,4.7791301805879916e-18,-0.4642280515457178,5.3735486733148596e-18,2.5862260278266052e-18,-0.3968278069244027,0,70,255.0,255.0,255.0
22,1.1,1.5,-3.0,-0.26831672717714833,7.814035362445488e-18,3.7608036821312466e-18,-0.48388710256923456,-9.000694027802566e-17,-4.331928596609642e-17,-0.38953423401626847,0,70,255.0,255.0,255.0
23,1.1500000000000001,1.5,-3.0,-0.29299496110941875,9.291761247606839e-19,4.472015839783466e-19,-0.5031814749473447,-1.8538742922936618e-16,-8.922479796001943e-17,-0.38224066110813426,0,70,255.0,255.0,255.0
24,1.2000000000000002,1.5,-3.0,-0.3186287966944594,-1.0724707560491144e-17,-5.161676113870705e-18,-0.522111168680048,-2.807679181807067e-16,-1.3513030995394246e-16,-0.37494708820000006,0,70,255.0,255.0,255.0
25,1.25,1.5,-3.0,-0.3452,-2.7147615693309924e-17,-1.3065829411415873e-17,-0.5406761837673446,-3.761484071320468e-16,-1.810358219478653e-16,-0.36765351529187207,0,70,255.0,255.0,255.0
26,1.3,1.5,-3.0,-0.37269131033612446,-3.705509605973437e-17,-1.7834183650221252e-17,-0.5589349147504787,-2.015080752493076e-17,-9.698347604349797e-18,-0.3626957240334942,0,70,255.0,255.0,255.0
27,1.35,1.5,-3.0,-0.40108935998233264,-2.9162696445802996e-17,-1.403566417185085e-17,-0.5769457561706941,3.3584679208218525e-16,1.616391267391657e-16,-0.35773793277511634,0,70,255.0,255.0,255.0
28,1.4000000000000001,1.5,-3.0,-0.43038175446047855,-3.470416851515805e-18,-1.6702709763046643e-18,-0.5947087080279905,6.918443916893013e-16,3.3297660108268123e-16,-0.3527801415167385,0,70,255.0,255.0,255.0
29,1.4500000000000002,1.5,-3.0,-0.46055609929241637,4.002174272312719e-17,1.9261995936417303e-17,-0.612223770322368,1.0478419912964173e-15,5.043140754261967e-16,-0.3478223502583606,0,70,255.0,255.0,255.0
30,1.5,1.5,-3.0,-0.4916,1.013137822781257e-16,4.876113656631491e-17,-0.6294909430538266,1.4038395909035317e-15,6.756515497697117e-16,-0.3428645589999837,0,70,255.0,255.0,255.0
31,1.55,1.5,-3.0,-0.5235000298255836,1.3829051408637422e-16,6.655760442029704e-17,-0.6464482894523669,7.522968142640833e-17,3.6207164389572596e-17,-0.3354292969416262,0,70,255.0,255.0,255.0
32,1.6,1.5,-3.0,-0.5562386328935215,1.0883675042076653e-16,5.2381853005272176e-17,-0.6630338727479892,-1.253380228050715e-15,-6.032372209905665e-16,-0.32799403488326867,0,70,255.0,255.0,255.0
