idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,-13.5,-3.0,0.0,3.476496155451567e-21,9.084367190641936e-19,0.019030436778708193,-4.1717953865418806e-20,-1.0901240628770323e-17,-0.5155652413444983,0,70,255.0,255.0,255.0
1,0.05,-13.5,-3.0,0.00030909572403349495,1.5991882315077208e-21,4.1788089076952902e-19,-0.006625999081794231,-3.337436309233504e-20,-8.720992503016259e-18,-0.5106921930755987,0,70,255.0,255.0,255.0
2,0.1,-13.5,-3.0,-0.000658539034622007,1.3905984621806244e-22,3.633746876256771e-20,-0.03203878252885167,-2.5030772319251282e-20,-6.540744377262193e-18,-0.505819144806699,0,70,255.0,255.0,255.0
3,0.15000000000000002,-13.5,-3.0,-0.002890721655294257,-9.038890004174078e-22,-2.361935469566905e-19,-0.05720791356246414,-1.6687181546167518e-20,-4.360496251508128e-18,-0.5009460965377992,0,70,255.0,255.0,255.0
4,0.2,-13.5,-3.0,-0.006375269517311004,-1.5296583083986897e-21,-3.9971215638824515e-19,-0.08213339218263159,-8.343590773083758e-21,-2.180248125754064e-18,-0.49607304826889953,0,70,255.0,255.0,255.0
5,0.25,-13.5,-3.0,-0.0111,-1.7382480777257836e-21,-4.542183595320968e-19,-0.1068152183893541,0.0,0.0,-0.4912000000000001,0,70,255.0,255.0,255.0
6,0.30000000000000004,-13.5,-3.0,-0.017052730482689002,-1.5296583083986893e-21,-3.9971215638824505e-19,-0.13125339218263163,8.343590773083768e-21,2.1802481257540666e-18,-0.48632695173110047,0,70,255.0,255.0,255.0
7,0.35000000000000003,-13.5,-3.0,-0.02422127834470575,-9.038890004174069e-22,-2.361935469566902e-19,-0.15544791356246415,1.6687181546167527e-20,4.36049625150813e-18,-0.48145390346220085,0,70,255.0,255.0,255.0
8,0.4,-13.5,-3.0,-0.032593460965378,1.3905984621806338e-22,3.6337468762567854e-20,-0.1793987825288517,2.5030772319251288e-20,6.540744377262195e-18,-0.4765808551933012,0,70,255.0,255.0,255.0
9,0.45,-13.5,-3.0,-0.042157095724033505,1.5991882315077217e-21,4.178808907695292e-19,-0.20310599908179428,3.337436309233505e-20,8.720992503016259e-18,-0.47170780692440156,0,70,255.0,255.0,255.0
10,0.5,-13.5,-3.0,-0.0529,3.476496155451567e-21,9.084367190641936e-19,-0.22656956322129185,4.1717953865418806e-20,1.0901240628770321e-17,-0.4668347586555024,0,70,255.0,255.0,255.0
11,0.55,-13.5,-3.0,-0.06480937379327753,4.519445002087038e-21,1.1809677347834516e-18,-0.24975243218767942,-4.2129717533470784e-35,-1.0785207688568521e-32,-0.4604799999999999,0,70,255.0,255.0,255.0
12,0.6000000000000001,-13.5,-3.0,-0.07786994758655505,3.476496155451564e-21,9.084367190641926e-19,-0.2726175632212919,-4.171795386541889e-20,-1.0901240628770343e-17,-0.45412524134449744,0,70,255.0,255.0,255.0
