idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,-1.5,-3.0,0.0,5.616396170880792e-19,8.99133668291981e-19,0.019030436778708193,-6.73967540505695e-18,-1.0789604019503773e-17,-0.5155652413444983,0,70,255.0,255.0,255.0
1,0.05,-1.5,-3.0,0.00030909572403349495,2.583542238605164e-19,4.136014874143112e-19,-0.006625999081794231,-5.39174032404556e-18,-8.631683215603018e-18,-0.5106921930755987,0,70,255.0,255.0,255.0
2,0.1,-1.5,-3.0,-0.000658539034622007,2.246558468352317e-20,3.596534673167906e-20,-0.03203878252885167,-4.0438052430341696e-18,-6.4737624117022635e-18,-0.505819144806699,0,70,255.0,255.0,255.0
3,0.15000000000000002,-1.5,-3.0,-0.002890721655294257,-1.4602630044290056e-19,-2.337747537559152e-19,-0.05720791356246414,-2.6958701620227797e-18,-4.3158416078015085e-18,-0.5009460965377992,0,70,255.0,255.0,255.0
4,0.2,-1.5,-3.0,-0.006375269517311004,-2.471214315187548e-19,-3.9561881404847194e-19,-0.08213339218263159,-1.3479350810113899e-18,-2.1579208039007535e-18,-0.49607304826889953,0,70,255.0,255.0,255.0
5,0.25,-1.5,-3.0,-0.0111,-2.808198085440396e-19,-4.495668341459905e-19,-0.1068152183893541,0.0,0.0,-0.4912000000000001,0,70,255.0,255.0,255.0
6,0.30000000000000004,-1.5,-3.0,-0.017052730482689002,-2.471214315187548e-19,-3.9561881404847156e-19,-0.13125339218263163,1.3479350810113912e-18,2.1579208039007565e-18,-0.48632695173110047,0,70,255.0,255.0,255.0
7,0.35000000000000003,-1.5,-3.0,-0.02422127834470575,-1.460263004429005e-19,-2.3377475375591493e-19,-0.15544791356246415,2.695870162022781e-18,4.315841607801511e-18,-0.48145390346220085,0,70,255.0,255.0,255.0
8,0.4,-1.5,-3.0,-0.032593460965378,2.2465584683523267e-20,3.596534673167944e-20,-0.1793987825288517,4.04380524303417e-18,6.473762411702265e-18,-0.4765808551933012,0,70,255.0,255.0,255.0
9,0.45,-1.5,-3.0,-0.042157095724033505,2.583542238605165e-19,4.1360148741431147e-19,-0.20310599908179428,5.39174032404556e-18,8.63168321560302e-18,-0.47170780692440156,0,70,255.0,255.0,255.0
10,0.5,-1.5,-3.0,-0.0529,5.616396170880792e-19,8.99133668291981e-19,-0.22656956322129185,6.739675405056951e-18,1.0789604019503772e-17,-0.4668347586555024,0,70,255.0,255.0,255.0
11,0.55,-1.5,-3.0,-0.06480937379327753,7.30131502214503e-19,1.1688737687795752e-18,-0.24975243218767942,-5.3926038442842604e-33,-9.244463733058732e-33,-0.4604799999999999,0,70,255.0,255.0,255.0
12,0.6000000000000001,-1.5,-3.0,-0.07786994758655505,5.616396170880787e-19,8.9913366829198e-19,-0.2726175632212919,-6.739675405056962e-18,-1.078960401950379e-17,-0.45412524134449744,0,70,255.0,255.0,255.0
13,0.65,-1.5,-3.0,-0.09206583448319379,5.616396170880778e-20,8.991336682919755e-20,-0.2951649563221292,-1.3479350810113902e-17,-2.1579208039007547e-17,-0.44777048268899494,0,70,255.0,255.0,255.0
14,0.7000000000000001,-1.5,-3.0,-0.10738114758655504,-7.862954639233124e-19,-1.2587871356087764e-18,-0.3173946114901913,-2.021902621517086e-17,-3.236881205851133e-17,-0.44141572403349244,0,70,255.0,255.0,255.0
15,0.75,-1.5,-3.0,-0.1238,-1.9657386598082772e-18,-3.1469678390219338e-18,-0.3393065287254784,-2.6958701620227804e-17,-4.3158416078015106e-17,-0.43506096537799177,0,70,255.0,255.0,255.0
16,0.8,-1.5,-3.0,-0.14130657434420096,-2.6734045773392572e-18,-4.279876261069831e-18,-0.36090487906665075,-1.3479350810113698e-18,-2.1579208039007226e-18,-0.42887304826890027,0,70,255.0,255.0,255.0
17,0.8500000000000001,-1.5,-3.0,-0.1598853313090742,-2.1005321679094145e-18,-3.3627599194120066e-18,-0.38219383355236847,2.4262831458205064e-17,3.884257447021366e-17,-0.42268513115980877,0,70,255.0,255.0,255.0
18,0.9,-1.5,-3.0,-0.1795208011018469,-2.47121431518754e-19,-3.9561881404846982e-19,-0.40317339218263154,4.987359799742145e-17,7.984306974432795e-17,-0.41649721405071727,0,70,255.0,255.0,255.0
19,0.9500000000000001,-1.5,-3.0,-0.20019751392974644,2.8868276318327323e-18,4.621547055020792e-18,-0.4238435549574402,7.548436453663788e-17,1.2084356501844234e-16,-0.41030929694162577,0,70,255.0,255.0,255.0
20,1.0,-1.5,-3.0,-0.2219,7.30131502214503e-18,1.1688737687795755e-17,-0.4442043218767942,1.0109513107585424e-16,1.618440602925566e-16,-0.4041213798325347,0,70,255.0,255.0,255.0
21,1.05,-1.5,-3.0,-0.24461232882991865,9.963486807142526e-18,1.5950631275499746e-17,-0.4642280515457176,5.391740324045479e-18,8.631683215602866e-18,-0.39682780692440206,0,70,255.0,255.0,255.0
22,1.1,-1.5,-3.0,-0.26831672717714833,7.840489054549576e-18,1.2551906009356043e-17,-0.48388710256923445,-9.031165042776328e-17,-1.4458069386135087e-16,-0.38953423401626946,0,70,255.0,255.0,255.0
23,1.1500000000000001,-1.5,-3.0,-0.29299496110941875,9.323217643661884e-19,1.492561889364641e-18,-0.5031814749473446,-1.8601504117957207e-16,-2.977930709383046e-16,-0.3822406611081368,0,70,255.0,255.0,255.0
24,1.2000000000000002,-1.5,-3.0,-0.3186287966944594,-1.0761015063407645e-17,-1.7227401084474436e-17,-0.5221111686800481,-2.8171843193138083e-16,-4.510054480152583e-16,-0.3749470882000042,0,70,255.0,255.0,255.0
