idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,-10.5,-3.0,0.0,3.0436669309451683e-19,9.084367215745323e-19,0.019030436778708193,-3.652400317134202e-18,-1.0901240658894388e-17,-0.5155652413444983,0,70,255.0,255.0,255.0
1,0.05,-10.5,-3.0,0.00030909572403349495,1.4000867882347774e-19,4.1788089192428484e-19,-0.006625999081794231,-2.9219202537073616e-18,-8.72099252711551e-18,-0.5106921930755987,0,70,255.0,255.0,255.0
2,0.1,-10.5,-3.0,-0.000658539034622007,1.2174667723780685e-20,3.633746886298122e-20,-0.03203878252885167,-2.191440190280521e-18,-6.540744395336632e-18,-0.505819144806699,0,70,255.0,255.0,255.0
3,0.15000000000000002,-10.5,-3.0,-0.002890721655294257,-7.91353402045744e-20,-2.3619354760937855e-19,-0.05720791356246414,-1.4609601268536804e-18,-4.360496263557754e-18,-0.5009460965377992,0,70,255.0,255.0,255.0
4,0.2,-10.5,-3.0,-0.006375269517311004,-1.3392134496158736e-19,-3.997121574927943e-19,-0.08213339218263159,-7.304800634268402e-19,-2.1802481317788766e-18,-0.49607304826889953,0,70,255.0,255.0,255.0
5,0.25,-10.5,-3.0,-0.0111,-1.5218334654725841e-19,-4.542183607872662e-19,-0.1068152183893541,0.0,0.0,-0.4912000000000001,0,70,255.0,255.0,255.0
6,0.30000000000000004,-10.5,-3.0,-0.017052730482689002,-1.3392134496158738e-19,-3.9971215749279413e-19,-0.13125339218263163,7.30480063426841e-19,2.1802481317788793e-18,-0.48632695173110047,0,70,255.0,255.0,255.0
7,0.35000000000000003,-10.5,-3.0,-0.02422127834470575,-7.913534020457433e-20,-2.3619354760937826e-19,-0.15544791356246415,1.4609601268536812e-18,4.360496263557756e-18,-0.48145390346220085,0,70,255.0,255.0,255.0
8,0.4,-10.5,-3.0,-0.032593460965378,1.2174667723780697e-20,3.633746886298141e-20,-0.1793987825288517,2.1914401902805214e-18,6.540744395336634e-18,-0.4765808551933012,0,70,255.0,255.0,255.0
9,0.45,-10.5,-3.0,-0.042157095724033505,1.400086788234778e-19,4.1788089192428503e-19,-0.20310599908179428,2.9219202537073616e-18,8.720992527115511e-18,-0.47170780692440156,0,70,255.0,255.0,255.0
10,0.5,-10.5,-3.0,-0.0529,3.0436669309451683e-19,9.084367215745323e-19,-0.22656956322129185,3.652400317134201e-18,1.0901240658894386e-17,-0.4668347586555024,0,70,255.0,255.0,255.0
11,0.55,-10.5,-3.0,-0.06480937379327753,3.956767010228718e-19,1.180967738046892e-18,-0.24975243218767942,-3.851859888774472e-33,-1.0785207688568521e-32,-0.4604799999999999,0,70,255.0,255.0,255.0
12,0.6000000000000001,-10.5,-3.0,-0.07786994758655505,3.0436669309451644e-19,9.084367215745312e-19,-0.2726175632212919,-3.652400317134209e-18,-1.0901240658894408e-17,-0.45412524134449744,0,70,255.0,255.0,255.0
13,0.65,-10.5,-3.0,-0.09206583448319379,3.043666930945142e-20,9.084367215745281e-20,-0.2951649563221292,-7.304800634268405e-18,-2.1802481317788782e-17,-0.44777048268899494,0,70,255.0,255.0,255.0
14,0.7000000000000001,-10.5,-3.0,-0.10738114758655504,-4.261133703323245e-19,-1.2718114102043478e-18,-0.3173946114901913,-1.0957200951402609e-17,-3.2703721976683174e-17,-0.44141572403349244,0,70,255.0,255.0,255.0
15,0.75,-10.5,-3.0,-0.1238,-1.0652834258308089e-18,-3.179528525510863e-18,-0.3393065287254784,-1.460960126853681e-17,-4.3604962635577545e-17,-0.43506096537799177,0,70,255.0,255.0,255.0
16,0.8,-10.5,-3.0,-0.14130657434420096,-1.4487854591299e-18,-4.324158794694774e-18,-0.36090487906665075,-7.304800634268279e-19,-2.1802481317788396e-18,-0.42887304826890027,0,70,255.0,255.0,255.0
17,0.8500000000000001,-10.5,-3.0,-0.1598853313090742,-1.1383314321734919e-18,-3.397553338688747e-18,-0.38219383355236847,1.3148641141683154e-17,3.9244466372019866e-17,-0.42268513115980877,0,70,255.0,255.0,255.0
18,0.9,-10.5,-3.0,-0.1795208011018469,-1.339213449615864e-19,-3.997121574927931e-19,-0.40317339218263154,2.7027762346793106e-17,8.06691808758185e-17,-0.41649721405071727,0,70,255.0,255.0,255.0
19,0.9500000000000001,-10.5,-3.0,-0.20019751392974644,1.56444480250582e-18,4.669364748893107e-18,-0.4238435549574402,4.0906883551903094e-17,1.220938953796172e-16,-0.41030929694162577,0,70,255.0,255.0,255.0
20,1.0,-10.5,-3.0,-0.2219,3.956767010228719e-18,1.180967738046892e-17,-0.44420432187679415,5.478600475701304e-17,1.6351860988341577e-16,-0.40412137983253515,0,70,255.0,255.0,255.0
