idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,-13.5,3.0,0.0,-7.336551845693495e-21,2.9637788444819624e-19,0.019030436776039605,8.803862214832195e-20,-3.5565346133783545e-18,-0.5155652413124753,0,70,255.0,255.0,255.0
1,0.05,-13.5,3.0,0.0003090957239374257,-3.374813849019007e-21,1.3633382684617026e-19,-0.006625999083021784,7.043089771865755e-20,-2.8452276907026836e-18,-0.5106921930499801,0,70,255.0,255.0,255.0
2,0.1,-13.5,3.0,-0.0006585390347500995,-2.934620738277386e-22,1.185511537792786e-20,-0.03203878252895842,5.2823173288993165e-20,-2.1339207680270126e-18,-0.5058191447874851,0,70,255.0,255.0,255.0
3,0.15000000000000002,-13.5,3.0,-0.0028907216554063375,1.9075034798803107e-21,-7.705824995653099e-20,-0.0572079135617703,3.521544885932877e-20,-1.4226138453513416e-18,-0.50094609652499,0,70,255.0,255.0,255.0
4,0.2,-13.5,3.0,-0.006375269517375051,3.2280828121051397e-21,-1.304062691572063e-19,-0.08213339218145743,1.7607724429664382e-20,-7.113069226756706e-19,-0.49607304826249493,0,70,255.0,255.0,255.0
5,0.25,-13.5,3.0,-0.0111,3.6682759228467476e-21,-1.4818894222409812e-19,-0.1068152183880198,0.0,0.0,-0.49119999999999986,0,70,255.0,255.0,255.0
6,0.30000000000000004,-13.5,3.0,-0.017052730482624956,3.228082812105137e-21,-1.304062691572063e-19,-0.13125339218145746,-1.7607724429664407e-20,7.113069226756716e-19,-0.48632695173750495,0,70,255.0,255.0,255.0
7,0.35000000000000003,-13.5,3.0,-0.02422127834459367,1.9075034798803073e-21,-7.705824995653098e-20,-0.15544791356177032,-3.521544885932879e-20,1.4226138453513424e-18,-0.4814539034750101,0,70,255.0,255.0,255.0
8,0.4,-13.5,3.0,-0.032593460965249905,-2.9346207382774086e-22,1.1855115377927883e-20,-0.17939878252895844,-5.282317328899318e-20,2.133920768027013e-18,-0.4765808552125152,0,70,255.0,255.0,255.0
9,0.45,-13.5,3.0,-0.04215709572393743,-3.374813849019009e-21,1.363338268461703e-19,-0.20310599908302182,-7.043089771865757e-20,2.845227690702684e-18,-0.47170780695002035,0,70,255.0,255.0,255.0
10,0.5,-13.5,3.0,-0.0529,-7.336551845693495e-21,2.9637788444819624e-19,-0.22656956322396044,-8.803862214832194e-20,3.5565346133783545e-18,-0.4668347586875261,0,70,255.0,255.0,255.0
11,0.55,-13.5,3.0,-0.06480937379343764,-9.537517399401543e-21,3.8529124978265516e-19,-0.24975243219114862,8.425943506694157e-35,-3.851859888774472e-33,-0.46048000000000017,0,70,255.0,255.0,255.0
12,0.6000000000000001,-13.5,3.0,-0.07786994758687528,-7.336551845693488e-21,2.963778844481959e-19,-0.27261756322396047,8.80386221483221e-20,-3.556534613378362e-18,-0.4541252413124742,0,70,255.0,255.0,255.0
13,0.65,-13.5,3.0,-0.09206583448359407,-7.336551845693488e-22,2.9637788444819384e-20,-0.29516495632239603,1.760772442966439e-19,-7.113069226756712e-18,-0.44777048262494834,0,70,255.0,255.0,255.0
14,0.7000000000000001,-13.5,3.0,-0.10738114758687527,1.0271172583970913e-20,-4.149290382274756e-19,-0.3173946114864553,2.6411586644496594e-19,-1.066960384013507e-17,-0.4414157239374224,0,70,255.0,255.0,255.0
15,0.75,-13.5,3.0,-0.1238,2.567793145992723e-20,-1.0373225955686868e-18,-0.3393065287161383,3.5215448859328775e-19,-1.4226138453513418e-17,-0.4350609652498987,0,70,255.0,255.0,255.0
16,0.8,-13.5,3.0,-0.14130657434362454,3.4921986785501034e-20,-1.4107587299734143e-18,-0.3609048790539482,1.7607724429664082e-20,-7.113069226756583e-19,-0.42887304826249545,0,70,255.0,255.0,255.0
17,0.8500000000000001,-13.5,3.0,-0.15988533130790536,2.743870390289364e-20,-1.1084532878362527e-18,-0.3821938335423879,-3.169390397339596e-19,1.2803524608162102e-17,-0.42268513127509216,0,70,255.0,255.0,255.0
18,0.9,-13.5,3.0,-0.17952080110037383,3.228082812105132e-21,-1.3040626915720563e-19,-0.40317339218145737,-6.514858038975824e-19,2.6318356138999834e-17,-0.41649721428768893,0,70,255.0,255.0,255.0
19,0.9500000000000001,-13.5,3.0,-0.20019751392856158,-3.770987648686464e-20,1.5233823260637324e-18,-0.4238435549711568,-9.86032568061206e-19,3.983318766983759e-17,-0.4103092973002857,0,70,255.0,255.0,255.0
20,1.0,-13.5,3.0,-0.2219,-9.537517399401544e-20,3.852912497826551e-18,-0.444204321911486,-1.320579332224829e-18,5.334801920067533e-17,-0.4041213803128847,0,70,255.0,255.0,255.0
21,1.05,-13.5,3.0,-0.24461232883206424,-1.301504297426026e-19,5.2577436701110015e-18,-0.4642280515930587,-7.043089771865633e-20,2.8452276907026393e-18,-0.3968278069500214,0,70,255.0,255.0,255.0
22,1.1,-13.5,3.0,-0.2683167271815035,-1.0241826376588107e-19,4.137435266896816e-18,-0.4838871026064882,1.1797175367875163e-18,-4.765756381927005e-17,-0.38953423358715816,0,70,255.0,255.0,255.0
23,1.1500000000000001,-13.5,3.0,-0.29299496111491063,-1.2178676063850837e-20,4.919872881839915e-19,-0.5031814749517745,2.429865971293689e-18,-9.816035532924275e-17,-0.38224066022429487,0,70,255.0,255.0,255.0
24,1.2000000000000002,-13.5,3.0,-0.3186287966988786,1.4056833336348802e-19,-5.6786002660274675e-18,-0.5221111686289177,3.680014405799862e-18,-1.4866314683921543e-16,-0.3749470868614316,0,70,255.0,255.0,255.0
25,1.25,-13.5,3.0,-0.3452,3.558227645161345e-19,-1.4374327395737518e-17,-0.5406761836379177,4.930162840306029e-18,-1.9916593834918787e-16,-0.36765351349857056,0,70,255.0,255.0,255.0
26,1.3,-13.5,3.0,-0.37269131032811864,4.856797321849094e-19,-1.9620215950470593e-17,-0.5589349145738176,2.6411586644496195e-19,-1.0669603840134883e-17,-0.3626957239374228,0,70,255.0,255.0,255.0
